"filename", "language", "TypeScript", "comment", "blank", "total"
"c:\Users\piete\source\repos\Pansiep\src\creep\helper.spec.ts", "TypeScript", 60, 0, 9, 69
"c:\Users\piete\source\repos\Pansiep\src\creep\helper.ts", "TypeScript", 22, 0, 3, 25
"c:\Users\piete\source\repos\Pansiep\src\creep\loop.spec.ts", "TypeScript", 66, 0, 11, 77
"c:\Users\piete\source\repos\Pansiep\src\creep\loop.ts", "TypeScript", 30, 0, 6, 36
"c:\Users\piete\source\repos\Pansiep\src\main.spec.ts", "TypeScript", 69, 0, 6, 75
"c:\Users\piete\source\repos\Pansiep\src\main.ts", "TypeScript", 40, 4, 4, 48
"c:\Users\piete\source\repos\Pansiep\src\memory\garbageCollection.spec.ts", "TypeScript", 82, 1, 12, 95
"c:\Users\piete\source\repos\Pansiep\src\memory\garbageCollection.ts", "TypeScript", 67, 0, 12, 79
"c:\Users\piete\source\repos\Pansiep\src\memory\initialization.spec.ts", "TypeScript", 211, 0, 9, 220
"c:\Users\piete\source\repos\Pansiep\src\memory\initialization.ts", "TypeScript", 194, 3, 25, 222
"c:\Users\piete\source\repos\Pansiep\src\memory\stats.spec.ts", "TypeScript", 244, 0, 16, 260
"c:\Users\piete\source\repos\Pansiep\src\memory\stats.ts", "TypeScript", 211, 0, 39, 250
"c:\Users\piete\source\repos\Pansiep\src\memory\updateCache.spec.ts", "TypeScript", 203, 1, 10, 214
"c:\Users\piete\source\repos\Pansiep\src\memory\updateCache.ts", "TypeScript", 182, 4, 30, 216
"c:\Users\piete\source\repos\Pansiep\src\room\helper.spec.ts", "TypeScript", 146, 0, 15, 161
"c:\Users\piete\source\repos\Pansiep\src\room\helper.ts", "TypeScript", 56, 0, 9, 65
"c:\Users\piete\source\repos\Pansiep\src\room\loop.spec.ts", "TypeScript", 59, 0, 7, 66
"c:\Users\piete\source\repos\Pansiep\src\room\loop.ts", "TypeScript", 32, 0, 9, 41
"c:\Users\piete\source\repos\Pansiep\src\room\reading.spec.ts", "TypeScript", 426, 0, 22, 448
"c:\Users\piete\source\repos\Pansiep\src\room\reading.ts", "TypeScript", 170, 18, 26, 214
"c:\Users\piete\source\repos\Pansiep\src\room\visuals.spec.ts", "TypeScript", 300, 0, 17, 317
"c:\Users\piete\source\repos\Pansiep\src\room\visuals.ts", "TypeScript", 276, 2, 23, 301
"c:\Users\piete\source\repos\Pansiep\src\structure\helper.spec.ts", "TypeScript", 64, 0, 9, 73
"c:\Users\piete\source\repos\Pansiep\src\structure\helper.ts", "TypeScript", 22, 0, 3, 25
"c:\Users\piete\source\repos\Pansiep\src\structure\loop.spec.ts", "TypeScript", 70, 0, 11, 81
"c:\Users\piete\source\repos\Pansiep\src\structure\loop.ts", "TypeScript", 30, 0, 6, 36
"c:\Users\piete\source\repos\Pansiep\src\types.d.ts", "TypeScript", 86, 4, 19, 109
"c:\Users\piete\source\repos\Pansiep\src\utils\config\global.ts", "TypeScript", 11, 0, 2, 13
"c:\Users\piete\source\repos\Pansiep\src\utils\config\room.spec.ts", "TypeScript", 6, 0, 2, 8
"c:\Users\piete\source\repos\Pansiep\src\utils\config\room.ts", "TypeScript", 2, 1, 2, 5
"c:\Users\piete\source\repos\Pansiep\src\utils\consoleCommands.spec.ts", "TypeScript", 128, 0, 13, 141
"c:\Users\piete\source\repos\Pansiep\src\utils\consoleCommands.ts", "TypeScript", 133, 0, 15, 148
"c:\Users\piete\source\repos\Pansiep\src\utils\constants\creep.ts", "TypeScript", 1, 1, 0, 2
"c:\Users\piete\source\repos\Pansiep\src\utils\constants\global.ts", "TypeScript", 31, 0, 7, 38
"c:\Users\piete\source\repos\Pansiep\src\utils\constants\room.ts", "TypeScript", 19, 0, 2, 21
"c:\Users\piete\source\repos\Pansiep\src\utils\constants\structure.ts", "TypeScript", 17, 0, 2, 19
"c:\Users\piete\source\repos\Pansiep\src\utils\external\packrat.ts", "TypeScript", 201, 176, 33, 410
"c:\Users\piete\source\repos\Pansiep\src\utils\logger.spec.ts", "TypeScript", 93, 0, 12, 105
"c:\Users\piete\source\repos\Pansiep\src\utils\logger.ts", "TypeScript", 59, 0, 6, 65
"c:\Users\piete\source\repos\Pansiep\src\utils\statusGenerator.spec.ts", "TypeScript", 44, 0, 5, 49
"c:\Users\piete\source\repos\Pansiep\src\utils\statusGenerator.ts", "TypeScript", 6, 1, 1, 8
"c:\Users\piete\source\repos\Pansiep\src\utils\wrapper.spec.ts", "TypeScript", 80, 0, 6, 86
"c:\Users\piete\source\repos\Pansiep\src\utils\wrapper.ts", "TypeScript", 63, 22, 9, 94
"Total", "-", 4312, 238, 485, 5035
